   BENCHMARK INFORMATION
benchmark definition:    benchmark-defs/veriabs.xml
name:                    veriabs
run sets:                SV-COMP24_unreach-call.Suite1-SVCOMP
date:                    Fri, 2025-06-27 20:00:13 UTC
tool:                    VeriAbs 1.5.1-2
tool executable:         /gps-ae/VeriAbs/scripts/veriabs
options:                 --sv22
resource limits:
- memory:                15000.0 MB
- time:                  900 s
- cpu cores:             8
hardware requirements:
- cpu model:             Intel Xeon E3-1230 v5 @ 3.40 GHz
- cpu cores:             8
- memory:                15000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    ac8a6a12a11c
os:                      Linux-6.8.0-60-generic-x86_64-with-glibc2.39
cpu:                     13th Gen Intel Core i7-13700H
- cores:                 20
- max frequency:         4800.0 MHz
- turbo boost enabled:   True
ram:                     16421.941248 MB
------------------------------------------------------------



SV-COMP24_unreach-call.Suite1-SVCOMP
Run set 1 of 1 with options '--sv22' and propertyfile 'None'

inputfile                                                 status                       cpu time   wall time        host
loop-zilu/benchmark09_conjunctive.yml                     true                             6.90        2.59        None
loop-zilu/benchmark10_conjunctive.yml                     true                             6.89        2.57        None
loop-zilu/benchmark11_linear.yml                          true                             6.81        2.58        None
loop-zilu/benchmark11_linear_abstracted.yml               true                             6.85        2.54        None
loop-zilu/benchmark14_linear.yml                          true                             6.44        2.42        None
loop-zilu/benchmark17_conjunctive.yml                     true                             7.08        2.69        None
loop-zilu/benchmark18_conjunctive.yml                     true                             6.71        2.56        None
loop-zilu/benchmark19_conjunctive.yml                     true                             6.85        2.58        None
loop-zilu/benchmark20_conjunctive.yml                     true                             6.76        2.54        None
loop-zilu/benchmark23_conjunctive.yml                     true                             6.86        2.62        None
loop-zilu/benchmark25_linear.yml                          true                             6.66        2.42        None
loop-zilu/benchmark25_linear_abstracted.yml               true                             6.67        2.52        None
loop-zilu/benchmark26_linear.yml                          true                             6.95        2.61        None
loop-zilu/benchmark26_linear_abstracted.yml               true                             6.80        2.55        None
loop-zilu/benchmark32_linear.yml                          true                             6.64        2.43        None
loop-zilu/benchmark33_linear.yml                          true                             6.62        2.48        None
loop-zilu/benchmark34_conjunctive.yml                     true                             6.86        2.58        None
loop-zilu/benchmark35_linear.yml                          true                             6.59        2.40        None
loop-zilu/benchmark37_conjunctive.yml                     true                             6.98        2.63        None
loop-zilu/benchmark43_conjunctive.yml                     true                             7.00        2.55        None
loop-zilu/benchmark43_conjunctive_abstracted.yml          true                             7.05        2.59        None
loop-zilu/benchmark51_polynomial.yml                      true                             6.69        2.47        None
-----------------------------------------------------------------------------------------------------------------------
Run set 1                                                 done                          3541.94     8015.98           -

Statistics:            230 Files
  correct:             197
    correct true:      171
    correct false:      26
  incorrect:             0
    incorrect true:      0
    incorrect false:     0
  unknown:              33
  Score:               368 (max: 421)
